months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,capital_gains,capital_loss,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,policy_age_at_incident_days,car_age,is_weekend,claim_to_premium_ratio,vehicle_claim_pct,injury_claim_pct,is_new_customer,is_major_damage,is_highrisk_hobby,is_no_witness,is_exec_occupation,csl_per_person,csl_total,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Not Applicable,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_Other,authorities_contacted_Police,policy_state_IN,policy_state_OH,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,auto_region_European,auto_region_Japanese,auto_region_Other,hour_bucket_Night,hour_bucket_Rush_Hour,zip3_risk_tier_elevated,zip3_risk_tier_high_risk,zip3_risk_tier_low_risk
142,30,500,1412.76,0,1,5.0,66400,-63700,1.0,22,1,1,2,3,0,11220,11220,44880,6205,19,1,47.651405758939944,0.6666567638626877,0.16666419096567192,0,0,0,0,0,500000,1000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
260,43,500,982.22,0,0,0.0,54500,-72100,3.0,18,1,0,1,0,0,15080,7540,52780,2080,4,0,76.76487955855103,0.6999907163034973,0.19999734751528495,0,0,0,1,1,100000,300000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
362,55,1000,1097.99,0,0,0.0,44400,-71500,3.0,0,3,0,0,3,0,0,0,39690,2269,17,0,36.147870199182144,0.9999748053714947,0.0,0,0,0,0,0,100000,300000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
280,41,2000,1140.31,0,1,6.0,29300,-64700,1.0,10,3,0,0,3,1,9640,9640,33740,7377,16,1,46.49612824582789,0.6363516342581241,0.18181475264517832,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
436,59,1000,1338.55,0,1,5.0,39000,0,3.0,10,3,0,2,2,0,13600,6800,47600,1605,1,0,50.80124014792126,0.6999897060337348,0.19999705886678137,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
297,48,1000,1538.6,0,0,6.0,0,-54700,1.0,12,1,0,0,0,0,6060,12120,42420,8005,11,1,39.38645521903029,0.6999884490354945,0.0999983498622135,0,0,0,1,0,100000,300000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160,37,500,1374.22,0,0,6.0,45500,-37800,3.0,19,1,1,1,0,0,6630,13260,53040,22,0,0,53.070105223326685,0.7272627552069765,0.09090784440087206,1,0,0,1,0,500000,1000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
41,25,1000,1226.83,0,0,3.0,0,-56100,2.0,12,3,1,2,0,0,0,5640,39480,8393,4,0,36.77771166339265,0.8749806076992974,0.0,0,1,0,1,1,100000,300000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
80,27,500,795.31,0,1,0.0,0,-51000,2.0,16,3,1,1,3,0,3710,7420,29680,148,15,0,51.31332436408445,0.7272549067653329,0.09090686334566661,1,1,0,0,0,500000,1000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199,38,1000,1281.25,0,0,1.0,0,-53100,2.0,6,1,0,0,2,0,8080,4040,32320,8532,8,0,34.68487804878049,0.7272563623680836,0.1818140905920209,0,1,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
56,29,1000,1523.17,0,1,4.0,0,0,2.0,10,3,0,1,2,1,7880,15760,70920,3159,20,1,62.08105464262032,0.7499920686117956,0.08333245206797728,0,1,0,0,0,100000,300000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62,28,1000,988.45,0,0,4.0,0,0,3.0,3,1,0,1,1,1,6020,6020,48160,4324,11,0,60.90343467044362,0.7999867111841996,0.09999833889802495,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
117,28,500,1264.77,0,0,2.0,47500,-32500,3.0,13,2,1,0,1,0,5040,10080,40320,4308,6,0,43.83405678502811,0.7272596093144063,0.09090745116430078,0,0,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
276,46,500,1448.84,0,0,4.0,0,-50000,0.0,7,1,0,0,1,0,660,660,4620,3616,0,1,4.099831589409459,0.7776468607978455,0.1110924086854065,0,0,0,0,0,250000,500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
163,33,500,1240.47,0,0,2.0,35300,0,3.0,11,3,1,1,1,0,0,14020,63090,9172,1,0,62.16192249711803,0.8181712077394924,0.0,0,0,0,0,0,100000,300000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
256,43,500,1203.17,0,0,6.0,56700,-65600,3.0,11,1,0,0,0,0,11500,5750,46000,55,18,0,52.569462336993105,0.7272612290714772,0.1818153072678693,1,0,0,1,0,100000,300000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
123,29,500,1209.63,0,0,4.0,64800,-44200,1.0,17,1,1,1,0,1,16280,0,56980,892,1,0,60.56397410778502,0.7777671612454102,0.22221918892726006,0,0,1,1,0,250000,500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
316,45,2000,1290.74,5000000,0,1.0,58300,0,2.0,6,3,0,2,0,1,7170,14340,57360,416,2,0,61.1044826998466,0.7272635062316948,0.09090793827896185,0,1,0,1,0,100000,300000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
228,40,500,1450.98,0,1,2.0,43700,0,0.0,20,1,0,0,2,0,1100,1100,3850,6532,5,1,4.169595721512357,0.636258469674434,0.18178813419269543,0,0,0,0,1,100000,300000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
449,57,2000,1440.68,0,1,2.0,25000,0,1.0,8,1,1,0,1,1,980,980,3430,5777,7,0,3.741288835827526,0.6362455945093675,0.181784455574105,0,0,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
239,42,1000,969.5,0,1,3.0,0,0,0.0,10,1,0,0,0,0,700,700,4200,5607,8,0,5.776173285198556,0.7498660953401178,0.1249776825566863,0,0,0,1,1,100000,300000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48,44,2000,1400.74,0,1,3.0,34000,-55600,2.0,23,3,1,0,2,0,17460,17460,52380,6561,2,0,62.32420006567957,0.5999931272264922,0.1999977090754974,0,1,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
142,30,2000,1616.58,0,1,0.0,58500,-46800,2.0,13,3,1,0,3,1,6360,12720,44520,4593,5,0,39.34231525813755,0.6999889938837439,0.09999842769767771,0,1,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
458,61,1000,1328.18,0,0,1.0,53000,0,1.0,18,1,0,2,1,0,6260,6260,43820,8115,12,0,42.41894923880799,0.7777639729504269,0.11110913899291812,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
402,54,2000,1285.09,0,1,0.0,48000,-79600,2.0,19,1,0,0,2,1,7530,15060,45180,4214,2,1,52.735606066501184,0.6666568296173879,0.111109471602898,0,1,0,0,0,250000,500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
283,43,2000,1161.91,0,0,2.0,0,-50400,1.0,9,1,0,0,3,0,1300,650,3900,6396,9,1,5.034813367644654,0.6665527260297385,0.22218424200991282,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
109,29,2000,1007.28,6000000,0,1.0,0,0,1.0,17,3,0,1,3,1,16560,16560,57960,3065,20,1,90.42172980700501,0.6363566495756524,0.18181618559304355,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
253,44,2000,719.52,0,0,1.0,45800,0,0.0,9,1,0,0,3,0,600,600,4200,2834,17,0,7.5050033355570385,0.7776337715237919,0.11109053878911312,0,0,0,0,0,100000,300000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35,35,2000,1117.42,0,0,5.0,0,-51900,1.0,23,3,0,2,2,0,5910,11820,35460,4540,19,1,47.60072309427073,0.6666541332180256,0.11110902220300427,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,29,500,854.58,0,0,0.0,52200,0,1.0,15,1,0,2,3,1,7890,23670,55230,3144,12,0,101.55866039457979,0.6363563042250925,0.09090804346072749,0,0,0,0,0,500000,1000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
126,28,500,1508.9,0,0,0.0,0,0,3.0,3,4,0,0,1,0,11300,11300,45200,8397,4,0,44.93339518854795,0.6666568339700004,0.1666642084925001,0,0,0,0,0,250000,500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
59,40,2000,782.23,0,1,3.0,64200,-32300,3.0,0,3,0,0,2,0,5730,11460,34380,1227,5,0,65.92690129501553,0.6666537395047605,0.11110895658412674,0,0,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
472,64,500,989.24,0,1,4.0,0,0,2.0,13,1,0,2,3,0,14180,7090,49630,910,13,1,71.67118191743157,0.6999901270786025,0.199997179165315,0,1,0,0,0,250000,500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
113,29,2000,1091.73,0,1,5.0,36100,-42300,1.0,15,3,0,0,2,1,5550,5550,38850,2561,11,0,45.75307081421231,0.7777622069628236,0.1111088867089748,0,0,0,0,1,250000,500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
222,42,500,1124.6,0,1,2.0,0,0,1.0,23,3,1,0,0,0,11940,7960,31840,5731,9,0,46.007469322425756,0.6153727218260181,0.23076477068475676,0,0,0,1,0,250000,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
290,45,500,1085.03,0,0,0.0,0,-61000,3.0,23,3,1,2,2,0,12960,6480,45360,6237,1,1,59.72185100872787,0.6999891976975664,0.1999969136278761,0,0,1,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
104,32,500,1158.03,0,1,1.0,31900,-44600,3.0,23,3,1,1,3,1,9780,9780,44010,6387,9,0,54.894950908007566,0.6922968020009124,0.15384373377798052,0,0,0,0,1,250000,500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
194,38,2000,1231.25,0,0,5.0,46500,0,1.0,15,3,0,1,0,0,4880,9760,39040,1443,4,0,43.59796954314721,0.7272591792254243,0.09090739740317803,0,0,0,1,0,100000,300000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8,31,500,1229.16,4000000,0,6.0,0,-88300,2.0,2,3,0,0,2,1,11100,7400,29600,4395,1,0,39.13241563344072,0.6153718217916467,0.23076443317186754,0,1,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
136,33,1000,855.14,0,0,5.0,37900,0,1.0,23,1,1,0,1,1,3070,6140,21490,4650,0,1,35.90055429520312,0.6999771994397577,0.09999674277710824,0,0,0,0,0,250000,500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
211,37,2000,1295.63,4000000,0,5.0,42200,-33800,3.0,22,3,1,1,0,0,5940,5940,41580,1485,6,0,41.26177998348294,0.7777632292699351,0.11110903275284786,0,0,0,1,0,250000,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
267,43,500,1300.68,0,1,5.0,49000,0,1.0,0,1,0,1,3,1,480,0,1440,4734,4,0,1.4761509364332501,0.7496095783446122,0.24986985944820406,0,0,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,32,1000,1215.85,0,1,1.0,42900,-90200,1.0,8,1,1,1,1,1,1280,640,5120,3288,0,0,5.790187934366904,0.7271694361596364,0.1817923590399091,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
137,35,500,1107.07,0,0,1.0,0,-45300,1.0,21,1,0,0,0,1,600,600,2100,8676,7,0,2.980841319880405,0.6361708573159649,0.18176310209027569,0,0,0,1,0,500000,1000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
175,39,500,1359.36,5000000,1,5.0,0,-43600,2.0,9,3,1,2,2,1,13020,6510,52080,7256,3,1,52.679201977401135,0.7272625713926631,0.1818156428481658,0,1,0,0,1,500000,1000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
229,37,2000,1212.12,0,0,6.0,65600,0,2.0,14,3,1,1,1,1,11460,5730,51570,6451,20,0,56.727056727056734,0.7499890926542663,0.16666424281205916,0,1,0,0,0,250000,500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
294,44,1000,1226.49,0,0,5.0,53900,0,0.0,3,1,0,0,1,0,610,1220,4270,8940,13,0,4.973542385180474,0.6998852647107031,0.09998360924438617,0,0,0,0,0,100000,300000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
177,34,2000,1057.77,0,0,0.0,0,-57700,3.0,22,3,0,1,1,0,2250,2250,13500,754,6,0,17.01693184718795,0.7499583356480195,0.1249930559413366,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
290,42,500,989.97,0,1,4.0,32500,0,1.0,10,1,0,0,1,0,4800,9600,33600,365,2,0,48.486317767205065,0.6999854169704798,0.09999791671006854,0,0,0,0,0,500000,1000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
124,32,1000,1310.71,0,0,4.0,29300,0,3.0,23,1,1,0,1,0,5770,5770,46160,3113,12,0,44.02194230607839,0.799986135422263,0.09999826692778288,0,0,0,0,0,100000,300000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
107,32,500,1172.82,4000000,1,2.0,82100,0,0.0,8,1,0,1,3,0,780,390,2730,4677,5,0,3.325318463191283,0.699820558831069,0.19994873109459113,0,0,0,0,0,100000,300000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
475,57,500,1216.56,0,1,4.0,67400,-83200,1.0,20,1,0,0,2,0,6500,13000,58500,7287,15,1,64.11521010061156,0.7499903847386572,0.08333226497096191,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
309,47,500,1527.95,0,1,5.0,69400,0,2.0,15,4,1,0,1,0,15560,15560,46680,1357,13,1,50.91789652802775,0.5999922880168636,0.1999974293389545,0,1,0,0,1,500000,1000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
255,46,500,1302.34,0,0,0.0,0,-52600,1.0,2,3,0,1,0,0,5260,10520,42080,2970,4,0,44.42772240735906,0.7272601579647776,0.0909075197455972,0,0,0,1,0,250000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
241,43,1000,935.77,0,1,2.0,0,-36000,0.0,21,1,0,1,0,1,1300,650,5200,8106,12,0,7.6407664276478195,0.7271710250314641,0.18179275625786603,0,0,0,1,0,250000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
142,29,2000,1307.68,0,0,6.0,0,-48500,2.0,10,1,1,1,2,0,4530,9060,40770,1831,20,0,41.56980300991068,0.7499862033443093,0.08333180037158992,0,1,0,0,0,100000,300000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
355,47,2000,1273.7,4000000,1,3.0,0,0,2.0,19,3,0,2,1,0,6280,6280,50240,9064,12,1,49.305173902802856,0.7999872613493416,0.0999984076686677,0,1,0,0,0,500000,1000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
191,33,2000,1551.61,0,1,1.0,45000,-30400,1.0,3,1,1,1,1,0,250,250,1750,2553,10,1,1.4501066634012414,0.7774322523322967,0.11106175033318526,0,0,0,0,0,500000,1000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
